plot_id	year	period	height_class	species	rubbing_damage_perc	subplot_id	approx_nr_regeneration_ha	mean_number_of_regeneration_ha	lci_number_of_regeneration_ha	uci_number_of_regeneration_ha
51000	2012	2	4000	71	NA	46	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	4000	77	NA	46	100	100.000000005	100	100.00000001
51000	2012	2	4000	78	NA	46	800	774.596669247938	600.00000001	1000
51000	2012	2	4000	89	NA	46	100	100.000000005	100	100.00000001
51000	2012	2	1000	16	NA	47	100	100.000000005	100	100.00000001
51000	2012	2	1000	71	NA	47	3000	2898.27534924479	2100.00000001	4000
51000	2012	2	1000	83	NA	47	300	316.227766024744	200.00000001	500
51000	2012	2	1000	87	NA	47	300	316.227766024744	200.00000001	500
51000	2012	2	1000	89	NA	47	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	2000	71	NA	47	3000	2898.27534924479	2100.00000001	4000
51000	2012	2	2000	83	NA	47	300	316.227766024744	200.00000001	500
51000	2012	2	2000	89	NA	47	100	100.000000005	100	100.00000001
51000	2012	2	3000	20	NA	47	200	200.000000005	200	200.00000001
51000	2012	2	3000	71	NA	47	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	3000	83	NA	47	100	100.000000005	100	100.00000001
51000	2012	2	3000	87	NA	47	100	100.000000005	100	100.00000001
51000	2012	2	3000	89	NA	47	200	200.000000005	200	200.00000001
51000	2012	2	4000	14	NA	47	100	100.000000005	100	100.00000001
51000	2012	2	4000	71	NA	47	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	4000	83	NA	47	200	200.000000005	200	200.00000001
51000	2012	2	4000	89	NA	47	100	100.000000005	100	100.00000001
51000	2012	2	1000	14	NA	48	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	1000	16	NA	48	100	100.000000005	100	100.00000001
51000	2012	2	1000	20	NA	48	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	1000	87	NA	48	300	316.227766024744	200.00000001	500
51000	2012	2	2000	14	NA	48	800	774.596669247938	600.00000001	1000
51000	2012	2	2000	20	NA	48	800	774.596669247938	600.00000001	1000
51000	2012	2	2000	87	NA	48	100	100.000000005	100	100.00000001
51000	2012	2	3000	14	NA	48	800	774.596669247938	600.00000001	1000
51000	2012	2	3000	71	NA	48	300	300.000000005	300	300.00000001
51000	2012	2	3000	89	NA	48	100	100.000000005	100	100.00000001
51000	2012	2	4000	4	NA	48	100	100.000000005	100	100.00000001
51000	2012	2	4000	14	NA	48	200	200.000000005	200	200.00000001
51000	2012	2	4000	28	NA	48	200	200.000000005	200	200.00000001
51000	2012	2	4000	39	NA	48	100	100.000000005	100	100.00000001
51000	2012	2	4000	71	NA	48	700	700.000000005	700	700.00000001
51000	2012	2	4000	87	NA	48	100	100.000000005	100	100.00000001
51000	2012	2	4000	89	NA	48	200	200.000000005	200	200.00000001
51000	2012	2	1000	14	NA	49	300	316.227766024744	200.00000001	500
51000	2012	2	1000	20	NA	49	300	316.227766024744	200.00000001	500
51000	2012	2	1000	87	NA	49	100	100.000000005	100	100.00000001
51000	2012	2	1000	89	NA	49	800	774.596669247938	600.00000001	1000
51000	2012	2	2000	4	NA	49	300	316.227766024744	200.00000001	500
51000	2012	2	2000	14	NA	49	100	100.000000005	100	100.00000001
51000	2012	2	2000	20	NA	49	300	316.227766024744	200.00000001	500
51000	2012	2	2000	87	NA	49	300	316.227766024744	200.00000001	500
51000	2012	2	3000	4	NA	49	100	100.000000005	100	100.00000001
51000	2012	2	3000	14	NA	49	200	200.000000005	200	200.00000001
51000	2012	2	3000	20	NA	49	100	100.000000005	100	100.00000001
51000	2012	2	3000	39	NA	49	200	200.000000005	200	200.00000001
51000	2012	2	3000	87	NA	49	200	200.000000005	200	200.00000001
51000	2012	2	4000	4	NA	49	100	100.000000005	100	100.00000001
51000	2012	2	4000	14	NA	49	500	500.000000005	500	500.00000001
51000	2012	2	4000	28	NA	49	300	300.000000005	300	300.00000001
51000	2012	2	4000	39	NA	49	200	200.000000005	200	200.00000001
51000	2012	2	4000	87	NA	49	100	100.000000005	100	100.00000001
51000	2012	2	4000	89	NA	49	200	200.000000005	200	200.00000001
51000	2012	2	1000	14	NA	50	300	316.227766024744	200.00000001	500
51000	2012	2	1000	20	NA	50	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	1000	87	NA	50	100	100.000000005	100	100.00000001
51000	2012	2	2000	4	NA	50	100	100.000000005	100	100.00000001
51000	2012	2	2000	14	NA	50	100	100.000000005	100	100.00000001
51000	2012	2	2000	20	NA	50	300	316.227766024744	200.00000001	500
51000	2012	2	2000	87	NA	50	800	774.596669247938	600.00000001	1000
51000	2012	2	3000	4	NA	50	100	100.000000005	100	100.00000001
51000	2012	2	3000	14	NA	50	1400	1400.000000005	1400	1400.00000001
51000	2012	2	3000	87	NA	50	100	100.000000005	100	100.00000001
51000	2012	2	4000	4	NA	50	100	100.000000005	100	100.00000001
51000	2012	2	4000	14	NA	50	800	800.000000005	800	800.00000001
51000	2012	2	4000	28	NA	50	200	200.000000005	200	200.00000001
51000	2012	2	4000	39	NA	50	100	100.000000005	100	100.00000001
51000	2012	2	4000	87	NA	50	100	100.000000005	100	100.00000001
51000	2012	2	1000	14	NA	51	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	1000	20	NA	51	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	1000	39	NA	51	300	316.227766024744	200.00000001	500
51000	2012	2	1000	83	NA	51	300	316.227766024744	200.00000001	500
51000	2012	2	1000	87	NA	51	300	316.227766024744	200.00000001	500
51000	2012	2	1000	89	NA	51	300	316.227766024744	200.00000001	500
51000	2012	2	2000	14	NA	51	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	2000	20	NA	51	100	100.000000005	100	100.00000001
51000	2012	2	2000	39	NA	51	100	100.000000005	100	100.00000001
51000	2012	2	2000	83	NA	51	300	316.227766024744	200.00000001	500
51000	2012	2	2000	87	NA	51	300	316.227766024744	200.00000001	500
51000	2012	2	3000	14	NA	51	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	3000	83	NA	51	600	600.000000005	600	600.00000001
51000	2012	2	3000	87	NA	51	300	300.000000005	300	300.00000001
51000	2012	2	4000	14	NA	51	2500	2500.000000005	2500	2500.00000001
51000	2012	2	4000	28	NA	51	200	200.000000005	200	200.00000001
51000	2012	2	4000	83	NA	51	600	600.000000005	600	600.00000001
51000	2012	2	1000	14	NA	52	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	1000	20	NA	52	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	1000	71	NA	52	800	774.596669247938	600.00000001	1000
51000	2012	2	1000	83	NA	52	3000	2898.27534924479	2100.00000001	4000
51000	2012	2	1000	87	NA	52	300	316.227766024744	200.00000001	500
51000	2012	2	1000	89	NA	52	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	2000	14	NA	52	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	2000	20	NA	52	800	774.596669247938	600.00000001	1000
51000	2012	2	2000	28	NA	52	100	100.000000005	100	100.00000001
51000	2012	2	2000	67	NA	52	100	100.000000005	100	100.00000001
51000	2012	2	2000	83	NA	52	3000	2898.27534924479	2100.00000001	4000
51000	2012	2	3000	14	NA	52	800	774.596669247938	600.00000001	1000
51000	2012	2	3000	20	NA	52	100	100.000000005	100	100.00000001
51000	2012	2	3000	28	NA	52	100	100.000000005	100	100.00000001
51000	2012	2	3000	83	NA	52	3000	2898.27534924479	2100.00000001	4000
51000	2012	2	4000	14	NA	52	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	4000	28	NA	52	300	316.227766024744	200.00000001	500
51000	2012	2	4000	39	NA	52	100	100.000000005	100	100.00000001
51000	2012	2	4000	83	NA	52	3000	2898.27534924479	2100.00000001	4000
51000	2012	2	1000	14	NA	53	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	1000	16	NA	53	100	100.000000005	100	100.00000001
51000	2012	2	1000	20	NA	53	300	316.227766024744	200.00000001	500
51000	2012	2	1000	67	NA	53	100	100.000000005	100	100.00000001
51000	2012	2	1000	77	NA	53	100	100.000000005	100	100.00000001
51000	2012	2	1000	87	NA	53	3000	2898.27534924479	2100.00000001	4000
51000	2012	2	1000	89	NA	53	100	100.000000005	100	100.00000001
51000	2012	2	2000	14	NA	53	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	2000	20	NA	53	300	316.227766024744	200.00000001	500
51000	2012	2	2000	28	NA	53	100	100.000000005	100	100.00000001
51000	2012	2	2000	67	NA	53	300	316.227766024744	200.00000001	500
51000	2012	2	2000	77	NA	53	100	100.000000005	100	100.00000001
51000	2012	2	2000	87	NA	53	800	774.596669247938	600.00000001	1000
51000	2012	2	3000	14	NA	53	5000	4959.83870706095	4100.00000001	6000
51000	2012	2	3000	20	NA	53	100	100.000000005	100	100.00000001
51000	2012	2	3000	83	NA	53	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	3000	87	NA	53	100	100.000000005	100	100.00000001
51000	2012	2	3000	89	NA	53	300	316.227766024744	200.00000001	500
51000	2012	2	4000	14	NA	53	8000	7810.24967591306	6100.00000001	10000
51000	2012	2	1000	14	NA	54	3000	2898.27534924479	2100.00000001	4000
51000	2012	2	1000	16	NA	54	300	316.227766024744	200.00000001	500
51000	2012	2	1000	87	NA	54	3000	2898.27534924479	2100.00000001	4000
51000	2012	2	2000	14	NA	54	800	774.596669247938	600.00000001	1000
51000	2012	2	2000	28	NA	54	100	100.000000005	100	100.00000001
51000	2012	2	2000	83	NA	54	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	2000	87	NA	54	300	316.227766024744	200.00000001	500
51000	2012	2	3000	14	NA	54	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	3000	83	NA	54	10100	31780.4971641571	10100.00000001	1e+05
51000	2012	2	4000	14	NA	54	5000	4959.83870706095	4100.00000001	6000
51000	2012	2	4000	28	NA	54	100	100.000000005	100	100.00000001
51000	2012	2	4000	83	NA	54	800	774.596669247938	600.00000001	1000
51000	2012	2	1000	14	NA	55	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	1000	20	NA	55	800	774.596669247938	600.00000001	1000
51000	2012	2	1000	87	NA	55	300	316.227766024744	200.00000001	500
51000	2012	2	1000	89	NA	55	300	316.227766024744	200.00000001	500
51000	2012	2	2000	20	NA	55	300	316.227766024744	200.00000001	500
51000	2012	2	2000	28	NA	55	100	100.000000005	100	100.00000001
51000	2012	2	2000	83	NA	55	300	316.227766024744	200.00000001	500
51000	2012	2	2000	87	NA	55	300	316.227766024744	200.00000001	500
51000	2012	2	3000	14	NA	55	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	3000	28	NA	55	100	100.000000005	100	100.00000001
51000	2012	2	3000	77	NA	55	100	100.000000005	100	100.00000001
51000	2012	2	3000	83	NA	55	800	774.596669247938	600.00000001	1000
51000	2012	2	3000	87	NA	55	300	316.227766024744	200.00000001	500
51000	2012	2	3000	89	NA	55	300	316.227766024744	200.00000001	500
51000	2012	2	4000	14	NA	55	800	774.596669247938	600.00000001	1000
51000	2012	2	4000	28	NA	55	100	100.000000005	100	100.00000001
51000	2012	2	4000	54	NA	55	300	316.227766024744	200.00000001	500
51000	2012	2	4000	69	NA	55	100	100.000000005	100	100.00000001
51000	2012	2	4000	83	NA	55	300	316.227766024744	200.00000001	500
51000	2012	2	4000	89	NA	55	100	100.000000005	100	100.00000001
51000	2012	2	1000	14	NA	56	300	316.227766024744	200.00000001	500
51000	2012	2	1000	87	NA	56	800	774.596669247938	600.00000001	1000
51000	2012	2	2000	14	NA	56	800	774.596669247938	600.00000001	1000
51000	2012	2	2000	67	NA	56	300	316.227766024744	200.00000001	500
51000	2012	2	2000	87	NA	56	300	316.227766024744	200.00000001	500
51000	2012	2	3000	4	NA	56	100	100.000000005	100	100.00000001
51000	2012	2	3000	14	NA	56	3000	2898.27534924479	2100.00000001	4000
51000	2012	2	3000	28	NA	56	100	100.000000005	100	100.00000001
51000	2012	2	3000	67	NA	56	100	100.000000005	100	100.00000001
51000	2012	2	3000	71	NA	56	100	100.000000005	100	100.00000001
51000	2012	2	3000	87	NA	56	300	316.227766024744	200.00000001	500
51000	2012	2	3000	89	NA	56	300	316.227766024744	200.00000001	500
51000	2012	2	4000	14	NA	56	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	4000	87	NA	56	100	100.000000005	100	100.00000001
51000	2012	2	1000	14	NA	57	800	774.596669247938	600.00000001	1000
51000	2012	2	3000	14	NA	57	300	316.227766024744	200.00000001	500
51000	2012	2	4000	14	NA	57	300	316.227766024744	200.00000001	500
51000	2012	2	1000	14	NA	58	300	316.227766024744	200.00000001	500
51000	2012	2	1000	16	NA	58	100	100.000000005	100	100.00000001
51000	2012	2	1000	20	NA	58	300	316.227766024744	200.00000001	500
51000	2012	2	2000	14	NA	58	300	316.227766024744	200.00000001	500
51000	2012	2	2000	28	NA	58	100	100.000000005	100	100.00000001
51000	2012	2	2000	39	NA	58	300	316.227766024744	200.00000001	500
51000	2012	2	3000	14	NA	58	100	100.000000005	100	100.00000001
51000	2012	2	3000	28	NA	58	300	300.000000005	300	300.00000001
51000	2012	2	3000	39	NA	58	100	100.000000005	100	100.00000001
51000	2012	2	3000	87	NA	58	100	100.000000005	100	100.00000001
51000	2012	2	4000	14	NA	58	100	100.000000005	100	100.00000001
51000	2012	2	4000	28	NA	58	100	100.000000005	100	100.00000001
51000	2012	2	4000	89	NA	58	300	300.000000005	300	300.00000001
51000	2012	2	1000	14	NA	59	300	316.227766024744	200.00000001	500
51000	2012	2	1000	20	NA	59	300	316.227766024744	200.00000001	500
51000	2012	2	1000	87	NA	59	800	774.596669247938	600.00000001	1000
51000	2012	2	1000	89	NA	59	800	774.596669247938	600.00000001	1000
51000	2012	2	2000	14	NA	59	3000	2898.27534924479	2100.00000001	4000
51000	2012	2	2000	20	NA	59	800	774.596669247938	600.00000001	1000
51000	2012	2	2000	87	NA	59	300	316.227766024744	200.00000001	500
51000	2012	2	3000	14	NA	59	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	3000	28	NA	59	300	316.227766024744	200.00000001	500
51000	2012	2	4000	14	NA	59	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	4000	28	NA	59	300	316.227766024744	200.00000001	500
51000	2012	2	4000	89	NA	59	300	316.227766024744	200.00000001	500
51000	2012	2	1000	14	NA	60	300	316.227766024744	200.00000001	500
51000	2012	2	1000	20	NA	60	800	774.596669247938	600.00000001	1000
51000	2012	2	1000	71	NA	60	100	100.000000005	100	100.00000001
51000	2012	2	1000	87	NA	60	100	100.000000005	100	100.00000001
51000	2012	2	1000	89	NA	60	800	774.596669247938	600.00000001	1000
51000	2012	2	2000	14	NA	60	300	316.227766024744	200.00000001	500
51000	2012	2	2000	20	NA	60	800	774.596669247938	600.00000001	1000
51000	2012	2	2000	71	NA	60	300	316.227766024744	200.00000001	500
51000	2012	2	2000	87	NA	60	100	100.000000005	100	100.00000001
51000	2012	2	2000	89	NA	60	100	100.000000005	100	100.00000001
51000	2012	2	3000	14	NA	60	700	700.000000005	700	700.00000001
51000	2012	2	3000	20	NA	60	400	400.000000005	400	400.00000001
51000	2012	2	3000	28	NA	60	200	200.000000005	200	200.00000001
51000	2012	2	4000	14	NA	60	1200	1200.000000005	1200	1200.00000001
51000	2012	2	4000	28	NA	60	300	300.000000005	300	300.00000001
51000	2012	2	4000	89	NA	60	100	100.000000005	100	100.00000001
51000	2012	2	1000	4	NA	61	100	100.000000005	100	100.00000001
51000	2012	2	1000	14	NA	61	3000	2898.27534924479	2100.00000001	4000
51000	2012	2	1000	16	NA	61	300	316.227766024744	200.00000001	500
51000	2012	2	1000	20	NA	61	3000	2898.27534924479	2100.00000001	4000
51000	2012	2	1000	67	NA	61	100	100.000000005	100	100.00000001
51000	2012	2	1000	87	NA	61	100	100.000000005	100	100.00000001
51000	2012	2	2000	14	NA	61	300	316.227766024744	200.00000001	500
51000	2012	2	2000	16	NA	61	100	100.000000005	100	100.00000001
51000	2012	2	2000	20	NA	61	800	774.596669247938	600.00000001	1000
51000	2012	2	3000	14	NA	61	600	600.000000005	600	600.00000001
51000	2012	2	3000	16	NA	61	100	100.000000005	100	100.00000001
51000	2012	2	3000	20	NA	61	100	100.000000005	100	100.00000001
51000	2012	2	3000	28	NA	61	100	100.000000005	100	100.00000001
51000	2012	2	4000	14	NA	61	900	900.000000005	900	900.00000001
51000	2012	2	4000	77	NA	61	200	200.000000005	200	200.00000001
51000	2012	2	4000	89	NA	61	100	100.000000005	100	100.00000001
51000	2012	2	1000	4	NA	62	100	100.000000005	100	100.00000001
51000	2012	2	1000	14	NA	62	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	1000	20	NA	62	5000	4959.83870706095	4100.00000001	6000
51000	2012	2	1000	87	NA	62	100	100.000000005	100	100.00000001
51000	2012	2	1000	89	NA	62	300	316.227766024744	200.00000001	500
51000	2012	2	2000	14	NA	62	300	316.227766024744	200.00000001	500
51000	2012	2	2000	16	NA	62	300	316.227766024744	200.00000001	500
51000	2012	2	2000	20	NA	62	3000	2898.27534924479	2100.00000001	4000
51000	2012	2	3000	4	NA	62	100	100.000000005	100	100.00000001
51000	2012	2	3000	14	NA	62	300	300.000000005	300	300.00000001
51000	2012	2	3000	28	NA	62	100	100.000000005	100	100.00000001
51000	2012	2	3000	87	NA	62	100	100.000000005	100	100.00000001
51000	2012	2	3000	89	NA	62	100	100.000000005	100	100.00000001
51000	2012	2	4000	4	NA	62	100	100.000000005	100	100.00000001
51000	2012	2	4000	14	NA	62	300	300.000000005	300	300.00000001
51000	2012	2	4000	28	NA	62	200	200.000000005	200	200.00000001
51000	2012	2	4000	77	NA	62	100	100.000000005	100	100.00000001
51000	2012	2	4000	89	NA	62	100	100.000000005	100	100.00000001
51000	2012	2	1000	14	NA	63	300	316.227766024744	200.00000001	500
51000	2012	2	1000	83	NA	63	800	774.596669247938	600.00000001	1000
51000	2012	2	1000	89	NA	63	300	316.227766024744	200.00000001	500
51000	2012	2	2000	14	NA	63	800	774.596669247938	600.00000001	1000
51000	2012	2	2000	39	NA	63	100	100.000000005	100	100.00000001
51000	2012	2	2000	83	NA	63	800	774.596669247938	600.00000001	1000
51000	2012	2	3000	4	NA	63	100	100.000000005	100	100.00000001
51000	2012	2	3000	14	NA	63	700	700.000000005	700	700.00000001
51000	2012	2	3000	16	NA	63	100	100.000000005	100	100.00000001
51000	2012	2	3000	83	NA	63	3000	2898.27534924479	2100.00000001	4000
51000	2012	2	4000	14	NA	63	600	600.000000005	600	600.00000001
51000	2012	2	4000	28	NA	63	300	300.000000005	300	300.00000001
51000	2012	2	4000	83	NA	63	3000	2898.27534924479	2100.00000001	4000
51000	2012	2	4000	89	NA	63	100	100.000000005	100	100.00000001
51000	2012	2	1000	14	NA	64	300	316.227766024744	200.00000001	500
51000	2012	2	1000	20	NA	64	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	1000	89	NA	64	300	316.227766024744	200.00000001	500
51000	2012	2	2000	14	NA	64	100	100.000000005	100	100.00000001
51000	2012	2	2000	67	NA	64	100	100.000000005	100	100.00000001
51000	2012	2	2000	89	NA	64	100	100.000000005	100	100.00000001
51000	2012	2	3000	14	NA	64	100	100.000000005	100	100.00000001
51000	2012	2	3000	20	NA	64	300	300.000000005	300	300.00000001
51000	2012	2	3000	28	NA	64	200	200.000000005	200	200.00000001
51000	2012	2	3000	77	NA	64	100	100.000000005	100	100.00000001
51000	2012	2	3000	89	NA	64	100	100.000000005	100	100.00000001
51000	2012	2	4000	14	NA	64	100	100.000000005	100	100.00000001
51000	2012	2	4000	28	NA	64	300	300.000000005	300	300.00000001
51000	2012	2	4000	87	NA	64	100	100.000000005	100	100.00000001
51000	2012	2	1000	14	NA	65	300	316.227766024744	200.00000001	500
51000	2012	2	1000	20	NA	65	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	1000	71	NA	65	3000	2898.27534924479	2100.00000001	4000
51000	2012	2	1000	89	NA	65	300	316.227766024744	200.00000001	500
51000	2012	2	2000	14	NA	65	300	316.227766024744	200.00000001	500
51000	2012	2	2000	20	NA	65	800	774.596669247938	600.00000001	1000
51000	2012	2	2000	71	NA	65	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	2000	87	NA	65	100	100.000000005	100	100.00000001
51000	2012	2	2000	89	NA	65	300	316.227766024744	200.00000001	500
51000	2012	2	3000	20	NA	65	600	600.000000005	600	600.00000001
51000	2012	2	3000	71	NA	65	600	600.000000005	600	600.00000001
51000	2012	2	3000	83	NA	65	100	100.000000005	100	100.00000001
51000	2012	2	4000	28	NA	65	300	300.000000005	300	300.00000001
51000	2012	2	4000	71	NA	65	600	600.000000005	600	600.00000001
51000	2012	2	4000	87	NA	65	100	100.000000005	100	100.00000001
51000	2012	2	4000	89	NA	65	400	400.000000005	400	400.00000001
51000	2012	2	1000	14	NA	66	300	316.227766024744	200.00000001	500
51000	2012	2	1000	20	NA	66	3000	2898.27534924479	2100.00000001	4000
51000	2012	2	1000	28	NA	66	100	100.000000005	100	100.00000001
51000	2012	2	1000	71	NA	66	300	316.227766024744	200.00000001	500
51000	2012	2	1000	87	NA	66	100	100.000000005	100	100.00000001
51000	2012	2	1000	89	NA	66	3000	2898.27534924479	2100.00000001	4000
51000	2012	2	2000	20	NA	66	800	774.596669247938	600.00000001	1000
51000	2012	2	2000	71	NA	66	800	774.596669247938	600.00000001	1000
51000	2012	2	2000	83	NA	66	800	774.596669247938	600.00000001	1000
51000	2012	2	3000	14	NA	66	300	316.227766024744	200.00000001	500
51000	2012	2	3000	20	NA	66	300	316.227766024744	200.00000001	500
51000	2012	2	3000	28	NA	66	300	316.227766024744	200.00000001	500
51000	2012	2	3000	83	NA	66	800	774.596669247938	600.00000001	1000
51000	2012	2	3000	87	NA	66	100	100.000000005	100	100.00000001
51000	2012	2	3000	89	NA	66	100	100.000000005	100	100.00000001
51000	2012	2	4000	14	NA	66	800	774.596669247938	600.00000001	1000
51000	2012	2	4000	28	NA	66	300	316.227766024744	200.00000001	500
51000	2012	2	4000	71	NA	66	100	100.000000005	100	100.00000001
51000	2012	2	4000	83	NA	66	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	4000	89	NA	66	100	100.000000005	100	100.00000001
51000	2012	2	1000	14	NA	67	300	316.227766024744	200.00000001	500
51000	2012	2	1000	20	NA	67	800	774.596669247938	600.00000001	1000
51000	2012	2	1000	87	NA	67	3000	2898.27534924479	2100.00000001	4000
51000	2012	2	1000	89	NA	67	300	316.227766024744	200.00000001	500
51000	2012	2	2000	14	NA	67	300	316.227766024744	200.00000001	500
51000	2012	2	2000	28	NA	67	100	100.000000005	100	100.00000001
51000	2012	2	2000	54	NA	67	300	316.227766024744	200.00000001	500
51000	2012	2	2000	87	NA	67	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	3000	14	NA	67	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	3000	20	NA	67	300	316.227766024744	200.00000001	500
51000	2012	2	3000	28	NA	67	100	100.000000005	100	100.00000001
51000	2012	2	3000	54	NA	67	300	316.227766024744	200.00000001	500
51000	2012	2	4000	14	NA	67	3000	2898.27534924479	2100.00000001	4000
51000	2012	2	4000	28	NA	67	100	100.000000005	100	100.00000001
51000	2012	2	4000	54	NA	67	300	316.227766024744	200.00000001	500
51000	2012	2	4000	89	NA	67	300	316.227766024744	200.00000001	500
51000	2012	2	1000	14	NA	68	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	1000	87	NA	68	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	1000	89	NA	68	800	774.596669247938	600.00000001	1000
51000	2012	2	2000	14	NA	68	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	2000	87	NA	68	800	774.596669247938	600.00000001	1000
51000	2012	2	3000	4	NA	68	100	100.000000005	100	100.00000001
51000	2012	2	3000	14	NA	68	800	774.596669247938	600.00000001	1000
51000	2012	2	3000	28	NA	68	100	100.000000005	100	100.00000001
51000	2012	2	3000	67	NA	68	100	100.000000005	100	100.00000001
51000	2012	2	3000	83	NA	68	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	3000	87	NA	68	100	100.000000005	100	100.00000001
51000	2012	2	3000	89	NA	68	800	774.596669247938	600.00000001	1000
51000	2012	2	4000	14	NA	68	300	316.227766024744	200.00000001	500
51000	2012	2	4000	28	NA	68	300	316.227766024744	200.00000001	500
51000	2012	2	4000	83	NA	68	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	4000	89	NA	68	300	316.227766024744	200.00000001	500
51000	2012	2	1000	14	NA	69	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	1000	67	NA	69	100	100.000000005	100	100.00000001
51000	2012	2	1000	87	NA	69	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	2000	14	NA	69	300	316.227766024744	200.00000001	500
51000	2012	2	2000	87	NA	69	300	316.227766024744	200.00000001	500
51000	2012	2	3000	28	NA	69	100	100.000000005	100	100.00000001
51000	2012	2	3000	54	NA	69	300	316.227766024744	200.00000001	500
51000	2012	2	3000	67	NA	69	300	316.227766024744	200.00000001	500
51000	2012	2	3000	83	NA	69	300	316.227766024744	200.00000001	500
51000	2012	2	3000	87	NA	69	100	100.000000005	100	100.00000001
51000	2012	2	3000	89	NA	69	100	100.000000005	100	100.00000001
51000	2012	2	4000	14	NA	69	100	100.000000005	100	100.00000001
51000	2012	2	4000	71	NA	69	100	100.000000005	100	100.00000001
51000	2012	2	4000	83	NA	69	300	316.227766024744	200.00000001	500
51000	2012	2	4000	89	NA	69	300	316.227766024744	200.00000001	500
51000	2012	2	1000	14	NA	70	3000	2898.27534924479	2100.00000001	4000
51000	2012	2	1000	20	NA	70	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	1000	54	NA	70	800	774.596669247938	600.00000001	1000
51000	2012	2	1000	67	NA	70	300	316.227766024744	200.00000001	500
51000	2012	2	1000	87	NA	70	5000	4959.83870706095	4100.00000001	6000
51000	2012	2	2000	14	NA	70	800	774.596669247938	600.00000001	1000
51000	2012	2	2000	20	NA	70	300	316.227766024744	200.00000001	500
51000	2012	2	2000	54	NA	70	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	2000	67	NA	70	300	316.227766024744	200.00000001	500
51000	2012	2	2000	83	NA	70	300	316.227766024744	200.00000001	500
51000	2012	2	2000	87	NA	70	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	3000	14	NA	70	300	316.227766024744	200.00000001	500
51000	2012	2	3000	54	NA	70	5000	4959.83870706095	4100.00000001	6000
51000	2012	2	3000	67	NA	70	100	100.000000005	100	100.00000001
51000	2012	2	3000	89	NA	70	300	316.227766024744	200.00000001	500
51000	2012	2	4000	14	NA	70	100	100.000000005	100	100.00000001
51000	2012	2	4000	54	NA	70	1500	1483.23969742587	1100.00000001	2000
51000	2012	2	4000	87	NA	70	100	100.000000005	100	100.00000001
51000	2012	2	4000	89	NA	70	300	316.227766024744	200.00000001	500
51000	2012	2	1000	9	NA	71	100	100.000000005	100	100.00000001
51000	2012	2	1000	14	NA	71	200	200.000000005	200	200.00000001
51000	2012	2	1000	39	NA	71	200	200.000000005	200	200.00000001
51000	2012	2	1000	87	NA	71	100	100.000000005	100	100.00000001
51000	2012	2	1000	89	NA	71	100	100.000000005	100	100.00000001
51000	2012	2	2000	14	NA	71	100	100.000000005	100	100.00000001
51000	2012	2	2000	28	NA	71	100	100.000000005	100	100.00000001
51000	2012	2	2000	39	NA	71	200	200.000000005	200	200.00000001
51000	2012	2	2000	77	NA	71	100	100.000000005	100	100.00000001
51000	2012	2	3000	4	NA	71	100	100.000000005	100	100.00000001
51000	2012	2	3000	14	NA	71	800	800.000000005	800	800.00000001
